"ID_SAMPLE","Dominant_num","Dominant","Subdominant_num","Subdominant","Third","Third_num"
21100,4,"WTSFS",13,"TEDE","CMIX",9
21182,4,"WTSFS",13,"TEDE","CMIX",9
21103,20,"XSHB",22,"GRAM",NA,NA
21104,9,"CMIX",13,"TEDE","CMIX",8
21105,20,"XSHB",22,"GRAM",NA,NA
21106,20,"XSHB",22,"GRAM","WTSFS",4
21107,20,"XSHB",22,"GRAM","WTSFS",4
21108,20,"XSHB",22,"GRAM","WTSFS",4
21109,20,"XSHB",22,"GRAM","WTSFS",4
21110,4,"WTSFS",20,"XSHB",NA,NA
21111,20,"XSHB",4,"WTSFS",NA,NA
21112,20,"XSHB",4,"WTSFS","GRAM",22
21113,20,"XSHB",4,"WTSFS",NA,NA
21114,20,"XSHB",4,"WTSFS",NA,NA
21115,9,"CMIX",13,"TEDE",NA,NA
21116,20,"XSHB",4,"WTSFS",NA,NA
21117,20,"XSHB",4,"WTSFS",NA,NA
21118,9,"CMIX",NA,NA,"CMIX",8
21119,4,"WTSFS",NA,NA,NA,NA
21120,13,"TEDE",4,"WTSFS",NA,NA
21121,13,"TEDE",4,"WTSFS",NA,NA
21122,13,"TEDE",4,"WTSFS",NA,NA
21123,13,"TEDE",4,"WTSFS",NA,NA
21124,13,"TEDE",4,"WTSFS",NA,NA
21125,4,"WTSFS",13,"TEDE",NA,NA
21126,9,"CMIX",NA,NA,NA,NA
21127,4,"WTSFS",22,"GRAM",NA,NA
21128,4,"WTSFS",22,"GRAM",NA,NA
21129,13,"TEDE",NA,NA,NA,NA
21130,13,"TEDE",4,"WTSFS","CMIX",9
21132,4,"WTSFS",13,"TEDE","CMIX",9
21133,4,"WTSFS",NA,NA,"TEDE",13
21134,4,"WTSFS",NA,NA,"TEDE",13
21135,22,"GRAM",NA,NA,"XSHB",20
21137,9,"CMIX",13,"TEDE",NA,NA
21138,4,"WTSFS",13,"TEDE","CMIX",9
21139,4,"WTSFS",13,"TEDE","CMIX",9
21140,4,"WTSFS",13,"TEDE","CMIX",9
21141,4,"WTSFS",13,"TEDE","CMIX",9
21142,4,"WTSFS",13,"TEDE","CMIX",9
21143,4,"WTSFS",9,"CMIX","TEDE",13
21144,4,"WTSFS",9,"CMIX","TEDE",13
21145,4,"WTSFS",13,"TEDE","CMIX",9
21146,4,"WTSFS",13,"TEDE","CMIX",9
21147,4,"WTSFS",13,"TEDE","CMIX",9
21148,9,"CMIX",NA,NA,NA,NA
21149,4,"WTSFS",13,"TEDE","CMIX",9
21150,4,"WTSFS",13,"TEDE","CMIX",9
21151,4,"WTSFS",13,"TEDE","CMIX",9
21152,4,"WTSFS",13,"TEDE","CMIX",9
21153,4,"WTSFS",13,"TEDE","CMIX",9
21154,4,"WTSFS",13,"TEDE","CMIX",9
21155,4,"WTSFS",13,"TEDE",NA,NA
21156,13,"TEDE",4,"WTSFS",NA,NA
21157,13,"TEDE",4,"WTSFS",NA,NA
21158,20,"XSHB",27,"DESE","GRAM",22
21159,9,"CMIX",NA,NA,NA,NA
21160,20,"XSHB",27,"DESE","GRAM",22
21161,20,"XSHB",27,"DESE","GRAM",22
21162,20,"XSHB",27,"DESE","GRAM",22
21163,20,"XSHB",27,"DESE","GRAM",22
21164,20,"XSHB",27,"DESE","GRAM",22
21165,20,"XSHB",27,"DESE","GRAM",22
21167,4,"WTSFS",13,"TEDE",NA,NA
21168,13,"TEDE",4,"WTSFS",NA,NA
21169,13,"TEDE",4,"WTSFS",NA,NA
21172,13,"TEDE",4,"WTSFS",NA,NA
21173,13,"TEDE",4,"WTSFS",NA,NA
21174,13,"TEDE",4,"WTSFS",NA,NA
21175,13,"TEDE",4,"WTSFS",NA,NA
21176,13,"TEDE",4,"WTSFS",NA,NA
21171,13,"TEDE",9,"CMIX",NA,NA
21177,13,"TEDE",4,"WTSFS",NA,NA
21178,13,"TEDE",4,"WTSFS",NA,NA
21179,13,"TEDE",4,"WTSFS",NA,NA
21180,13,"TEDE",4,"WTSFS",NA,NA
21181,13,"TEDE",4,"WTSFS",NA,NA
21183,13,"TEDE",4,"WTSFS",NA,NA
21184,4,"WTSFS",22,"GRAM",NA,NA
21185,4,"WTSFS",22,"GRAM",NA,NA
21186,4,"WTSFS",22,"GRAM",NA,NA
21187,4,"WTSFS",22,"GRAM",NA,NA
21188,4,"WTSFS",22,"GRAM",NA,NA
21189,4,"WTSFS",22,"GRAM",NA,NA
21190,4,"WTSFS",22,"GRAM",NA,NA
21191,4,"WTSFS",22,"GRAM","XSHB",20
21193,4,"WTSFS",NA,NA,"TEDE",13
21197,9,"CMIX",NA,NA,"CMIX",8
21198,9,"CMIX",NA,NA,"CMIX",8
21199,9,"CMIX",NA,NA,"CMIX",8
21200,9,"CMIX",13,"TEDE",NA,NA
21201,9,"CMIX",NA,NA,NA,NA
21202,9,"CMIX",NA,NA,NA,NA
21203,9,"CMIX",NA,NA,NA,NA
21206,9,"CMIX",NA,NA,NA,NA
21205,9,"CMIX",NA,NA,NA,NA
21207,9,"CMIX",NA,NA,"CMIX",8
21208,9,"CMIX",8,"CMIX",NA,NA
21209,9,"CMIX",8,"CMIX",NA,NA
21210,9,"CMIX",8,"CMIX",NA,NA
21211,9,"CMIX",NA,NA,"CENF",15
21212,13,"TEDE",4,"WTSFS",NA,NA
21214,13,"TEDE",9,"CMIX",NA,NA
21216,13,"TEDE",9,"CMIX",NA,NA
21217,13,"TEDE",9,"CMIX","WTSFS",4
21218,13,"TEDE",9,"CMIX",NA,NA
21219,13,"TEDE",9,"CMIX",NA,NA
21220,13,"TEDE",9,"CMIX",NA,NA
21221,13,"TEDE",9,"CMIX",NA,NA
21222,13,"TEDE",9,"CMIX",NA,NA
21223,4,"WTSFS",13,"TEDE",NA,NA
21224,13,"TEDE",4,"WTSFS",NA,NA
21228,4,"WTSFS",NA,NA,NA,NA
21229,4,"WTSFS",22,"GRAM",NA,NA
21230,4,"WTSFS",20,"XSHB",NA,NA
21231,4,"WTSFS",20,"XSHB",NA,NA
21233,4,"WTSFS",20,"XSHB",NA,NA
21234,4,"WTSFS",20,"XSHB",NA,NA
21235,4,"WTSFS",20,"XSHB",NA,NA
21236,4,"WTSFS",20,"XSHB",NA,NA
21238,4,"WTSFS",NA,NA,"GRAM",22
21239,4,"WTSFS",NA,NA,NA,NA
21240,20,"XSHB",4,"WTSFS",NA,NA
21241,4,"WTSFS",NA,NA,NA,NA
21242,4,"WTSFS",20,"XSHB",NA,NA
21243,4,"WTSFS",13,"TEDE",NA,NA
21244,4,"WTSFS",13,"TEDE",NA,NA
21245,4,"WTSFS",NA,NA,NA,NA
21246,4,"WTSFS",NA,NA,NA,NA
21249,4,"WTSFS",20,"XSHB",NA,NA
21250,4,"WTSFS",20,"XSHB",NA,NA
21251,4,"WTSFS",20,"XSHB",NA,NA
21252,20,"XSHB",22,"GRAM","DESE",27
21253,4,"WTSFS",NA,NA,"XSHB",20
21254,22,"GRAM",4,"WTSFS",NA,NA
21255,4,"WTSFS",NA,NA,"XSHB",20
21256,4,"WTSFS",NA,NA,NA,NA
21257,4,"WTSFS",20,"XSHB",NA,NA
21260,4,"WTSFS",NA,NA,NA,NA
21261,4,"WTSFS",NA,NA,NA,NA
21264,4,"WTSFS",NA,NA,"XSHB",20
21265,22,"GRAM",4,"WTSFS",NA,NA
21266,4,"WTSFS",20,"XSHB",NA,NA
21267,22,"GRAM",NA,NA,"XSHB",20
21268,4,"WTSFS",22,"GRAM",NA,NA
21271,4,"WTSFS",NA,NA,NA,NA
21272,4,"WTSFS",20,"XSHB",NA,NA
21273,4,"WTSFS",NA,NA,NA,NA
21274,4,"WTSFS",20,"XSHB",NA,NA
21275,4,"WTSFS",NA,NA,NA,NA
21277,4,"WTSFS",NA,NA,NA,NA
21278,4,"WTSFS",20,"XSHB",NA,NA
21279,4,"WTSFS",NA,NA,NA,NA
21280,4,"WTSFS",20,"XSHB",NA,NA
21283,4,"WTSFS",NA,NA,NA,NA
21284,4,"WTSFS",NA,NA,NA,NA
21285,4,"WTSFS",NA,NA,NA,NA
21286,4,"WTSFS",22,"GRAM",NA,NA
21287,4,"WTSFS",22,"GRAM",NA,NA
21288,4,"WTSFS",NA,NA,NA,NA
21289,4,"WTSFS",NA,NA,NA,NA
21290,4,"WTSFS",NA,NA,NA,NA
21291,4,"WTSFS",20,"XSHB",NA,NA
21292,4,"WTSFS",22,"GRAM",NA,NA
21294,4,"WTSFS",NA,NA,NA,NA
21295,4,"WTSFS",NA,NA,NA,NA
21296,4,"WTSFS",20,"XSHB",NA,NA
21297,4,"WTSFS",20,"XSHB",NA,NA
21298,4,"WTSFS",NA,NA,NA,NA
21299,4,"WTSFS",NA,NA,NA,NA
21300,4,"WTSFS",20,"XSHB",NA,NA
21301,4,"WTSFS",NA,NA,NA,NA
21303,4,"WTSFS",20,"XSHB",NA,NA
21305,4,"WTSFS",NA,NA,NA,NA
21306,4,"WTSFS",NA,NA,NA,NA
21307,4,"WTSFS",NA,NA,NA,NA
21308,13,"TEDE",4,"WTSFS",NA,NA
21311,4,"WTSFS",20,"XSHB",NA,NA
21312,4,"WTSFS",20,"XSHB",NA,NA
21313,13,"TEDE",4,"WTSFS",NA,NA
21314,4,"WTSFS",NA,NA,NA,NA
21317,13,"TEDE",4,"WTSFS",NA,NA
21318,4,"WTSFS",8,"CMIX",NA,NA
21319,4,"WTSFS",13,"TEDE",NA,NA
21321,4,"WTSFS",22,"GRAM",NA,NA
21323,4,"WTSFS",22,"GRAM",NA,NA
21324,4,"WTSFS",22,"GRAM",NA,NA
21325,4,"WTSFS",22,"GRAM",NA,NA
21329,4,"WTSFS",22,"GRAM",NA,NA
22624,4,"WTSFS",22,"GRAM",NA,NA
21333,4,"WTSFS",13,"TEDE",NA,NA
21334,4,"WTSFS",22,"GRAM",NA,NA
21336,13,"TEDE",NA,NA,"CMIX",9
21338,4,"WTSFS",13,"TEDE",NA,NA
21339,4,"WTSFS",13,"TEDE",NA,NA
21340,NA,NA,22,"GRAM","XSHB",20
21341,22,"GRAM",20,"XSHB",NA,NA
21342,27,"DESE",20,"XSHB","GRAM",22
21343,27,"DESE",20,"XSHB","GRAM",22
21344,27,"DESE",22,"GRAM","XSHB",20
21345,27,"DESE",22,"GRAM","XSHB",20
21346,22,"GRAM",20,"XSHB","DESE",27
21347,22,"GRAM",NA,NA,"DESE",27
21349,22,"GRAM",NA,NA,"DESE",27
21350,27,"DESE",20,"XSHB","GRAM",22
21351,NA,NA,NA,NA,NA,NA
21352,20,"XSHB",4,"WTSFS",NA,NA
21353,20,"XSHB",NA,NA,NA,NA
21354,NA,NA,22,"GRAM","XSHB",20
21355,NA,NA,22,"GRAM","XSHB",20
21356,22,"GRAM",NA,NA,"XSHB",20
21357,22,"GRAM",NA,NA,"XSHB",20
21358,NA,NA,22,"GRAM","XSHB",20
21360,NA,NA,22,"GRAM","XSHB",20
21363,20,"XSHB",22,"GRAM","DESE",27
21365,20,"XSHB",NA,NA,NA,NA
21366,20,"XSHB",13,"TEDE",NA,NA
21367,20,"XSHB",13,"TEDE",NA,NA
21368,20,"XSHB",13,"TEDE",NA,NA
21369,20,"XSHB",13,"TEDE",NA,NA
21371,20,"XSHB",13,"TEDE",NA,NA
21372,20,"XSHB",13,"TEDE",NA,NA
21374,20,"XSHB",13,"TEDE",NA,NA
21376,20,"XSHB",13,"TEDE",NA,NA
21373,20,"XSHB",13,"TEDE",NA,NA
21375,20,"XSHB",NA,NA,"DESE",27
21377,20,"XSHB",22,"GRAM",NA,NA
21378,20,"XSHB",22,"GRAM",NA,NA
21379,20,"XSHB",22,"GRAM",NA,NA
21380,20,"XSHB",22,"GRAM",NA,NA
21382,27,"DESE",22,"GRAM","XSHB",20
21383,20,"XSHB",22,"GRAM",NA,NA
21384,20,"XSHB",22,"GRAM",NA,NA
21385,20,"XSHB",22,"GRAM",NA,NA
21386,20,"XSHB",22,"GRAM",NA,NA
21387,20,"XSHB",22,"GRAM",NA,NA
21388,20,"XSHB",NA,NA,NA,NA
21389,20,"XSHB",NA,NA,NA,NA
21390,20,"XSHB",13,"TEDE",NA,NA
25556,13,"TEDE",4,"WTSFS","CMIX",9
26266,4,"WTSFS",NA,NA,NA,NA
26267,13,"TEDE",9,"CMIX",NA,NA
26292,9,"CMIX",NA,NA,"CMIX",8
26293,9,"CMIX",NA,NA,"CMIX",8
26294,9,"CMIX",NA,NA,"CMIX",8
26295,9,"CMIX",NA,NA,"CMIX",8
22789,9,"CMIX",NA,NA,"CMIX",8
22865,9,"CMIX",NA,NA,"CMIX",8
22876,9,"CMIX",NA,NA,"CMIX",8
26296,9,"CMIX",NA,NA,"CMIX",8
22790,9,"CMIX",NA,NA,"CMIX",8
22791,9,"CMIX",NA,NA,"CMIX",8
22792,9,"CMIX",NA,NA,"CMIX",8
26297,9,"CMIX",NA,NA,"CMIX",8
22793,9,"CMIX",NA,NA,"CMIX",8
22794,9,"CMIX",NA,NA,"CMIX",8
22795,9,"CMIX",NA,NA,"CMIX",8
26298,9,"CMIX",NA,NA,"CMIX",8
22796,9,"CMIX",NA,NA,"CMIX",8
22797,9,"CMIX",NA,NA,"CMIX",8
22798,9,"CMIX",NA,NA,"CMIX",8
26299,9,"CMIX",NA,NA,"CMIX",8
26300,9,"CMIX",NA,NA,"CMIX",8
22826,9,"CMIX",NA,NA,"CMIX",8
22827,9,"CMIX",NA,NA,"CMIX",8
22828,9,"CMIX",NA,NA,"CMIX",8
22829,9,"CMIX",NA,NA,"CMIX",8
22830,9,"CMIX",NA,NA,"CMIX",8
26301,9,"CMIX",NA,NA,NA,NA
22831,9,"CMIX",NA,NA,NA,NA
26302,9,"CMIX",NA,NA,NA,NA
22833,9,"CMIX",NA,NA,NA,NA
22834,9,"CMIX",NA,NA,NA,NA
22835,9,"CMIX",NA,NA,NA,NA
22836,9,"CMIX",NA,NA,NA,NA
26303,9,"CMIX",NA,NA,NA,NA
22837,9,"CMIX",NA,NA,NA,NA
22838,9,"CMIX",NA,NA,NA,NA
22839,9,"CMIX",NA,NA,NA,NA
26304,9,"CMIX",NA,NA,NA,NA
22840,9,"CMIX",NA,NA,NA,NA
22841,9,"CMIX",NA,NA,NA,NA
22842,9,"CMIX",NA,NA,NA,NA
26305,9,"CMIX",NA,NA,"CMIX",8
22844,9,"CMIX",NA,NA,"CMIX",8
22845,9,"CMIX",NA,NA,"CMIX",8
22846,9,"CMIX",NA,NA,"CMIX",8
26306,9,"CMIX",NA,NA,"CMIX",8
22847,9,"CMIX",NA,NA,"CMIX",8
22848,9,"CMIX",NA,NA,"CMIX",8
22849,9,"CMIX",NA,NA,"CMIX",8
26307,9,"CMIX",NA,NA,"CMIX",8
22850,9,"CMIX",NA,NA,"CMIX",8
22851,9,"CMIX",NA,NA,"CMIX",8
26308,9,"CMIX",NA,NA,"CMIX",8
22852,9,"CMIX",NA,NA,"CMIX",8
22853,9,"CMIX",NA,NA,"CMIX",8
22855,9,"CMIX",NA,NA,"CMIX",8
26309,9,"CMIX",NA,NA,"CMIX",8
22856,9,"CMIX",NA,NA,"CMIX",8
26310,9,"CMIX",13,"TEDE",NA,NA
26311,9,"CMIX",13,"TEDE",NA,NA
22858,9,"CMIX",13,"TEDE",NA,NA
26312,9,"CMIX",13,"TEDE",NA,NA
22859,9,"CMIX",13,"TEDE",NA,NA
26313,9,"CMIX",13,"TEDE",NA,NA
22860,9,"CMIX",13,"TEDE",NA,NA
26314,9,"CMIX",NA,NA,"TEDE",13
22861,9,"CMIX",NA,NA,"TEDE",13
26315,9,"CMIX",NA,NA,"CMIX",8
22800,9,"CMIX",NA,NA,"CMIX",8
22801,9,"CMIX",NA,NA,"CMIX",8
22802,9,"CMIX",NA,NA,"CMIX",8
26316,9,"CMIX",NA,NA,"CMIX",8
26317,9,"CMIX",NA,NA,"CMIX",8
26318,9,"CMIX",NA,NA,"CMIX",8
22803,9,"CMIX",NA,NA,"CMIX",8
22804,9,"CMIX",NA,NA,"CMIX",8
22805,9,"CMIX",NA,NA,"CMIX",8
26319,9,"CMIX",NA,NA,"CMIX",8
22806,9,"CMIX",NA,NA,"CMIX",8
22807,9,"CMIX",NA,NA,"CMIX",8
22808,9,"CMIX",NA,NA,"CMIX",8
26320,9,"CMIX",NA,NA,"CMIX",8
26321,9,"CMIX",NA,NA,"CMIX",8
22814,9,"CMIX",NA,NA,"CMIX",8
22815,9,"CMIX",NA,NA,"CMIX",8
22816,9,"CMIX",NA,NA,"CMIX",8
26322,9,"CMIX",NA,NA,"CMIX",8
22817,9,"CMIX",NA,NA,"CMIX",8
22818,9,"CMIX",NA,NA,"CMIX",8
22819,9,"CMIX",NA,NA,"CMIX",8
26323,9,"CMIX",NA,NA,"CMIX",8
22820,9,"CMIX",NA,NA,"CMIX",8
22822,9,"CMIX",NA,NA,"CMIX",8
22823,9,"CMIX",NA,NA,"CMIX",8
26324,9,"CMIX",NA,NA,"CMIX",8
22824,9,"CMIX",NA,NA,"CMIX",8
22825,9,"CMIX",NA,NA,"CMIX",8
26325,9,"CMIX",NA,NA,NA,NA
26326,9,"CMIX",NA,NA,"CMIX",8
22862,9,"CMIX",NA,NA,"CMIX",8
22863,9,"CMIX",NA,NA,"CMIX",8
22864,9,"CMIX",NA,NA,"CMIX",8
26327,9,"CMIX",NA,NA,"CMIX",8
22866,9,"CMIX",NA,NA,"CMIX",8
22867,9,"CMIX",NA,NA,"CMIX",8
22868,9,"CMIX",NA,NA,"CMIX",8
26328,9,"CMIX",NA,NA,"CMIX",8
22869,9,"CMIX",NA,NA,"CMIX",8
22870,9,"CMIX",NA,NA,"CMIX",8
22871,9,"CMIX",NA,NA,"CMIX",8
26329,9,"CMIX",NA,NA,"CMIX",8
22872,9,"CMIX",NA,NA,"CMIX",8
22873,9,"CMIX",NA,NA,"CMIX",8
22874,9,"CMIX",NA,NA,"CMIX",8
26330,9,"CMIX",NA,NA,"CMIX",8
22875,9,"CMIX",NA,NA,"CMIX",8
22877,9,"CMIX",NA,NA,"CMIX",8
22878,9,"CMIX",NA,NA,"CMIX",8
21769,4,"WTSFS",NA,NA,"XSHB",20
21770,NA,NA,4,"WTSFS","XSHB",20
21771,NA,NA,4,"WTSFS","TEDE",13
21772,NA,NA,4,"WTSFS","TEDE",13
21773,4,"WTSFS",20,"XSHB",NA,NA
21774,4,"WTSFS",20,"XSHB",NA,NA
21775,4,"WTSFS",20,"XSHB",NA,NA
21776,4,"WTSFS",NA,NA,NA,NA
21777,NA,NA,20,"XSHB",NA,NA
21778,20,"XSHB",NA,NA,"WTSFS",4
21779,20,"XSHB",NA,NA,"WTSFS",4
21780,NA,NA,4,"WTSFS","XSHB",20
25548,4,"WTSFS",20,"XSHB",NA,NA
25502,4,"WTSFS",NA,NA,NA,NA
25511,4,"WTSFS",NA,NA,NA,NA
25512,4,"WTSFS",NA,NA,NA,NA
25513,4,"WTSFS",NA,NA,NA,NA
25503,4,"WTSFS",NA,NA,NA,NA
25504,4,"WTSFS",NA,NA,NA,NA
25505,4,"WTSFS",NA,NA,NA,NA
25506,4,"WTSFS",NA,NA,NA,NA
25507,4,"WTSFS",NA,NA,NA,NA
25508,4,"WTSFS",NA,NA,NA,NA
25509,4,"WTSFS",NA,NA,NA,NA
25510,4,"WTSFS",NA,NA,NA,NA
22261,13,"TEDE",9,"CMIX",NA,NA
22262,13,"TEDE",9,"CMIX",NA,NA
22284,13,"TEDE",9,"CMIX",NA,NA
22263,13,"TEDE",9,"CMIX",NA,NA
22264,13,"TEDE",9,"CMIX",NA,NA
22265,13,"TEDE",9,"CMIX",NA,NA
22266,13,"TEDE",9,"CMIX",NA,NA
22267,13,"TEDE",9,"CMIX",NA,NA
22268,13,"TEDE",9,"CMIX",NA,NA
22269,13,"TEDE",9,"CMIX",NA,NA
22270,13,"TEDE",9,"CMIX",NA,NA
22271,13,"TEDE",9,"CMIX",NA,NA
22272,13,"TEDE",9,"CMIX",NA,NA
22273,13,"TEDE",9,"CMIX",NA,NA
22274,13,"TEDE",9,"CMIX",NA,NA
22275,13,"TEDE",9,"CMIX",NA,NA
22276,13,"TEDE",9,"CMIX",NA,NA
22277,13,"TEDE",9,"CMIX",NA,NA
22278,13,"TEDE",9,"CMIX",NA,NA
22279,13,"TEDE",9,"CMIX",NA,NA
22280,13,"TEDE",9,"CMIX",NA,NA
22281,13,"TEDE",9,"CMIX",NA,NA
22282,13,"TEDE",9,"CMIX",NA,NA
22283,13,"TEDE",9,"CMIX",NA,NA
22285,13,"TEDE",9,"CMIX",NA,NA
22286,13,"TEDE",9,"CMIX",NA,NA
22287,13,"TEDE",9,"CMIX","WTSFS",4
22295,9,"CMIX",13,"TEDE",NA,NA
22296,9,"CMIX",NA,NA,NA,NA
22297,9,"CMIX",NA,NA,NA,NA
22298,9,"CMIX",NA,NA,NA,NA
22299,9,"CMIX",NA,NA,NA,NA
22305,9,"CMIX",13,"TEDE",NA,NA
24007,9,"CMIX",13,"TEDE",NA,NA
24013,9,"CMIX",13,"TEDE",NA,NA
24014,9,"CMIX",13,"TEDE",NA,NA
22310,9,"CMIX",NA,NA,"CMIX",8
22311,9,"CMIX",NA,NA,"CMIX",8
22312,9,"CMIX",NA,NA,"CMIX",8
22313,13,"TEDE",9,"CMIX",NA,NA
22537,13,"TEDE",9,"CMIX",NA,NA
22314,9,"CMIX",NA,NA,"CMIX",8
22315,9,"CMIX",NA,NA,NA,NA
22317,9,"CMIX",NA,NA,"CMIX",8
22318,9,"CMIX",NA,NA,"CMIX",8
22319,13,"TEDE",NA,NA,"CMIX",9
22320,9,"CMIX",13,"TEDE",NA,NA
22321,9,"CMIX",13,"TEDE",NA,NA
22322,9,"CMIX",13,"TEDE",NA,NA
22323,9,"CMIX",13,"TEDE",NA,NA
22324,9,"CMIX",NA,NA,"TEDE",13
22325,13,"TEDE",9,"CMIX",NA,NA
22326,9,"CMIX",NA,NA,NA,NA
22327,9,"CMIX",NA,NA,"CMIX",8
22328,13,"TEDE",9,"CMIX",NA,NA
22329,9,"CMIX",NA,NA,"CMIX",8
22330,9,"CMIX",NA,NA,"CMIX",8
22331,9,"CMIX",NA,NA,"CMIX",8
22332,9,"CMIX",NA,NA,"CMIX",8
22333,9,"CMIX",13,"TEDE",NA,NA
22334,9,"CMIX",NA,NA,"CMIX",8
22336,9,"CMIX",13,"TEDE",NA,NA
22337,15,"CENF",9,"CMIX","CMIX",8
22338,9,"CMIX",NA,NA,"CMIX",8
22339,9,"CMIX",NA,NA,"CMIX",8
22343,9,"CMIX",NA,NA,"CMIX",8
22345,9,"CMIX",NA,NA,NA,NA
22346,9,"CMIX",NA,NA,"CMIX",8
22347,9,"CMIX",NA,NA,"CMIX",8
22348,9,"CMIX",NA,NA,NA,NA
22349,9,"CMIX",NA,NA,NA,NA
22350,9,"CMIX",NA,NA,NA,NA
22351,9,"CMIX",NA,NA,NA,NA
22352,9,"CMIX",NA,NA,NA,NA
22353,9,"CMIX",NA,NA,"CMIX",8
22354,9,"CMIX",NA,NA,NA,NA
22355,15,"CENF",9,"CMIX",NA,NA
22356,9,"CMIX",NA,NA,"CMIX",8
22357,9,"CMIX",NA,NA,NA,NA
22358,15,"CENF",9,"CMIX","CMIX",8
22359,9,"CMIX",NA,NA,"CMIX",8
22360,9,"CMIX",NA,NA,"CMIX",8
22361,9,"CMIX",NA,NA,NA,NA
22362,9,"CMIX",NA,NA,NA,NA
22363,9,"CMIX",NA,NA,NA,NA
22365,9,"CMIX",NA,NA,NA,NA
22366,9,"CMIX",NA,NA,NA,NA
22367,9,"CMIX",NA,NA,NA,NA
22368,9,"CMIX",13,"TEDE",NA,NA
22369,9,"CMIX",13,"TEDE",NA,NA
22370,9,"CMIX",13,"TEDE",NA,NA
22371,9,"CMIX",13,"TEDE",NA,NA
22372,9,"CMIX",NA,NA,NA,NA
22373,9,"CMIX",NA,NA,"CMIX",8
22374,9,"CMIX",NA,NA,"CMIX",8
22375,9,"CMIX",NA,NA,"CMIX",8
22376,9,"CMIX",NA,NA,NA,NA
22377,9,"CMIX",NA,NA,"CMIX",8
22378,9,"CMIX",NA,NA,NA,NA
22379,9,"CMIX",NA,NA,"CMIX",8
22380,9,"CMIX",NA,NA,"TEDE",13
22382,9,"CMIX",13,"TEDE",NA,NA
22383,13,"TEDE",NA,NA,"CMIX",9
22388,9,"CMIX",NA,NA,NA,NA
22389,13,"TEDE",9,"CMIX",NA,NA
22390,13,"TEDE",4,"WTSFS",NA,NA
22391,13,"TEDE",9,"CMIX",NA,NA
22392,13,"TEDE",9,"CMIX",NA,NA
22393,13,"TEDE",9,"CMIX",NA,NA
22396,13,"TEDE",9,"CMIX",NA,NA
22399,13,"TEDE",9,"CMIX",NA,NA
22400,9,"CMIX",NA,NA,NA,NA
22401,9,"CMIX",13,"TEDE",NA,NA
22410,13,"TEDE",9,"CMIX",NA,NA
22420,9,"CMIX",NA,NA,NA,NA
22429,13,"TEDE",NA,NA,"CMIX",9
22433,9,"CMIX",NA,NA,NA,NA
22440,13,"TEDE",NA,NA,"GRAM",22
22458,13,"TEDE",4,"WTSFS",NA,NA
22472,13,"TEDE",4,"WTSFS",NA,NA
22476,13,"TEDE",NA,NA,NA,NA
22481,13,"TEDE",NA,NA,"CMIX",9
22486,13,"TEDE",NA,NA,NA,NA
22489,4,"WTSFS",NA,NA,NA,NA
22491,4,"WTSFS",13,"TEDE",NA,NA
22494,4,"WTSFS",13,"TEDE",NA,NA
22638,4,"WTSFS",13,"TEDE",NA,NA
22506,13,"TEDE",NA,NA,"CMIX",9
22507,13,"TEDE",9,"CMIX",NA,NA
22508,13,"TEDE",NA,NA,NA,NA
22510,13,"TEDE",9,"CMIX",NA,NA
22522,9,"CMIX",NA,NA,"TEDE",13
22523,9,"CMIX",NA,NA,"TEDE",13
22529,NA,NA,22,"GRAM","XSHB",20
22532,13,"TEDE",NA,NA,NA,NA
22533,13,"TEDE",NA,NA,NA,NA
22540,13,"TEDE",9,"CMIX",NA,NA
22544,13,"TEDE",NA,NA,"WTSFS",4
22551,13,"TEDE",NA,NA,"CMIX",9
22563,NA,NA,4,"WTSFS",NA,NA
22564,9,"CMIX",NA,NA,"TEDE",13
22565,9,"CMIX",NA,NA,"TEDE",13
22566,9,"CMIX",NA,NA,NA,NA
22568,13,"TEDE",4,"WTSFS",NA,NA
22569,9,"CMIX",NA,NA,NA,NA
22573,9,"CMIX",NA,NA,NA,NA
22588,9,"CMIX",NA,NA,NA,NA
22589,9,"CMIX",NA,NA,"CMIX",8
22597,4,"WTSFS",13,"TEDE",NA,NA
22598,9,"CMIX",NA,NA,NA,NA
22599,9,"CMIX",NA,NA,NA,NA
22601,9,"CMIX",NA,NA,NA,NA
22602,9,"CMIX",NA,NA,NA,NA
22650,9,"CMIX",NA,NA,NA,NA
22609,13,"TEDE",NA,NA,NA,NA
22612,4,"WTSFS",13,"TEDE",NA,NA
22614,13,"TEDE",NA,NA,NA,NA
22616,4,"WTSFS",8,"CMIX",NA,NA
22623,4,"WTSFS",NA,NA,"TEDE",13
22628,9,"CMIX",NA,NA,NA,NA
22629,9,"CMIX",8,"CMIX",NA,NA
22630,9,"CMIX",NA,NA,NA,NA
22632,4,"WTSFS",NA,NA,NA,NA
22633,4,"WTSFS",NA,NA,"GRAM",22
22634,9,"CMIX",8,"CMIX",NA,NA
22637,9,"CMIX",13,"TEDE",NA,NA
22645,13,"TEDE",NA,NA,NA,NA
22647,13,"TEDE",4,"WTSFS","CMIX",9
22651,9,"CMIX",NA,NA,NA,NA
22653,9,"CMIX",NA,NA,"CMIX",8
25558,4,"WTSFS",13,"TEDE",NA,NA
26102,9,"CMIX",NA,NA,NA,NA
26270,13,"TEDE",9,"CMIX",NA,NA
26381,9,"CMIX",NA,NA,NA,NA
